rule key,start line,end line,severity,message,type
java:S112,83,83,MAJOR,Define and throw a dedicated exception instead of using a generic one.,CODE_SMELL
java:S125,3,3,MAJOR,This block of commented-out lines of code should be removed.,CODE_SMELL
java:S1130,83,83,MINOR,Remove the declaration of thrown exception 'java.lang.Exception', as it cannot be thrown from method's body.,CODE_SMELL
java:S3011,101,101,MAJOR,This accessibility update should be removed.,CODE_SMELL
java:S3011,120,120,MAJOR,This accessibility update should be removed.,CODE_SMELL
java:S1186,257,257,CRITICAL,Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.,CODE_SMELL
java:S2142,205,205,MAJOR,Either re-interrupt this method or rethrow the "InterruptedException" that can be caught here.,BUG
java:S899,204,204,MINOR,Do something with the "boolean" value returned by "await".,BUG
java:S3078,213,213,MAJOR,Use an "AtomicInteger" for this field; its operations are atomic.,BUG
java:S6213,221,221,MAJOR,Rename this variable to not match a restricted identifier.,CODE_SMELL
java:S3078,246,246,MAJOR,Use an "AtomicInteger" for this field; its operations are atomic.,BUG
java:S3078,252,252,MAJOR,Use an "AtomicInteger" for this field; its operations are atomic.,BUG
