rule key,start line,end line,severity,message,type
java:S1192,82,82,CRITICAL,Define a constant instead of duplicating this literal "client" 3 times.,CODE_SMELL
java:S1192,67,67,CRITICAL,Define a constant instead of duplicating this literal "localhost" 3 times.,CODE_SMELL
java:S1104,61,61,MINOR,Make kdcDir a static final constant or non-public and provide accessors if needed.,CODE_SMELL
java:S1104,62,62,MINOR,Make kerberosWorkDir a static final constant or non-public and provide accessors if needed.,CODE_SMELL
java:S1444,61,61,MINOR,Make this "public static kdcDir" field final,CODE_SMELL
java:S1444,62,62,MINOR,Make this "public static kerberosWorkDir" field final,CODE_SMELL
java:S1450,65,65,MINOR,Remove the "properties" field and declare it as a local variable in the relevant methods.,CODE_SMELL
java:S2129,230,230,MAJOR,Remove this "String" constructor,CODE_SMELL
java:S1854,280,280,MAJOR,Remove this useless assignment to local variable "serverData3".,CODE_SMELL
java:S1481,280,280,MINOR,Remove this unused "serverData3" local variable.,CODE_SMELL
