rule key,start line,end line,severity,message,type
java:S2293,535,535,MINOR,Replace the type specification in this constructor call with the diamond operator ("<>"). (sonar.java.source not set. Assuming 7 or greater.),CODE_SMELL
java:S2293,538,538,MINOR,Replace the type specification in this constructor call with the diamond operator ("<>"). (sonar.java.source not set. Assuming 7 or greater.),CODE_SMELL
java:S2293,580,580,MINOR,Replace the type specification in this constructor call with the diamond operator ("<>"). (sonar.java.source not set. Assuming 7 or greater.),CODE_SMELL
java:S2293,909,909,MINOR,Replace the type specification in this constructor call with the diamond operator ("<>"). (sonar.java.source not set. Assuming 7 or greater.),CODE_SMELL
java:S2293,1066,1066,MINOR,Replace the type specification in this constructor call with the diamond operator ("<>"). (sonar.java.source not set. Assuming 7 or greater.),CODE_SMELL
java:S2293,1120,1120,MINOR,Replace the type specification in this constructor call with the diamond operator ("<>"). (sonar.java.source not set. Assuming 7 or greater.),CODE_SMELL
java:S2293,2307,2307,MINOR,Replace the type specification in this constructor call with the diamond operator ("<>"). (sonar.java.source not set. Assuming 7 or greater.),CODE_SMELL
java:S2293,2325,2325,MINOR,Replace the type specification in this constructor call with the diamond operator ("<>"). (sonar.java.source not set. Assuming 7 or greater.),CODE_SMELL
java:S2293,2410,2410,MINOR,Replace the type specification in this constructor call with the diamond operator ("<>"). (sonar.java.source not set. Assuming 7 or greater.),CODE_SMELL
java:S2293,2428,2428,MINOR,Replace the type specification in this constructor call with the diamond operator ("<>"). (sonar.java.source not set. Assuming 7 or greater.),CODE_SMELL
java:S2293,2429,2429,MINOR,Replace the type specification in this constructor call with the diamond operator ("<>"). (sonar.java.source not set. Assuming 7 or greater.),CODE_SMELL
java:S2293,2430,2430,MINOR,Replace the type specification in this constructor call with the diamond operator ("<>"). (sonar.java.source not set. Assuming 7 or greater.),CODE_SMELL
java:S2293,2431,2431,MINOR,Replace the type specification in this constructor call with the diamond operator ("<>"). (sonar.java.source not set. Assuming 7 or greater.),CODE_SMELL
java:S2293,2432,2432,MINOR,Replace the type specification in this constructor call with the diamond operator ("<>"). (sonar.java.source not set. Assuming 7 or greater.),CODE_SMELL
java:S2293,2491,2491,MINOR,Replace the type specification in this constructor call with the diamond operator ("<>"). (sonar.java.source not set. Assuming 7 or greater.),CODE_SMELL
java:S2293,2507,2507,MINOR,Replace the type specification in this constructor call with the diamond operator ("<>"). (sonar.java.source not set. Assuming 7 or greater.),CODE_SMELL
java:S2293,2539,2539,MINOR,Replace the type specification in this constructor call with the diamond operator ("<>"). (sonar.java.source not set. Assuming 7 or greater.),CODE_SMELL
java:S2293,2558,2558,MINOR,Replace the type specification in this constructor call with the diamond operator ("<>"). (sonar.java.source not set. Assuming 7 or greater.),CODE_SMELL
java:S2293,2559,2559,MINOR,Replace the type specification in this constructor call with the diamond operator ("<>"). (sonar.java.source not set. Assuming 7 or greater.),CODE_SMELL
java:S2293,2606,2606,MINOR,Replace the type specification in this constructor call with the diamond operator ("<>"). (sonar.java.source not set. Assuming 7 or greater.),CODE_SMELL
java:S2293,2662,2662,MINOR,Replace the type specification in this constructor call with the diamond operator ("<>"). (sonar.java.source not set. Assuming 7 or greater.),CODE_SMELL
java:S2293,2830,2830,MINOR,Replace the type specification in this constructor call with the diamond operator ("<>"). (sonar.java.source not set. Assuming 7 or greater.),CODE_SMELL
java:S2293,2836,2836,MINOR,Replace the type specification in this constructor call with the diamond operator ("<>"). (sonar.java.source not set. Assuming 7 or greater.),CODE_SMELL
java:S2293,2911,2911,MINOR,Replace the type specification in this constructor call with the diamond operator ("<>"). (sonar.java.source not set. Assuming 7 or greater.),CODE_SMELL
java:S2293,2927,2927,MINOR,Replace the type specification in this constructor call with the diamond operator ("<>"). (sonar.java.source not set. Assuming 7 or greater.),CODE_SMELL
java:S2293,3116,3116,MINOR,Replace the type specification in this constructor call with the diamond operator ("<>"). (sonar.java.source not set. Assuming 7 or greater.),CODE_SMELL
java:S2293,3175,3175,MINOR,Replace the type specification in this constructor call with the diamond operator ("<>"). (sonar.java.source not set. Assuming 7 or greater.),CODE_SMELL
java:S2293,3179,3179,MINOR,Replace the type specification in this constructor call with the diamond operator ("<>"). (sonar.java.source not set. Assuming 7 or greater.),CODE_SMELL
java:S1192,734,734,CRITICAL,Define a constant instead of duplicating this literal " running routers. " 3 times.,CODE_SMELL
java:S1192,798,798,CRITICAL,Define a constant instead of duplicating this literal "Received # of bytes that's less than the last one.  " 4 times.,CODE_SMELL
java:S1192,1676,1676,CRITICAL,Define a constant instead of duplicating this literal ",destPortStart=" 3 times.,CODE_SMELL
java:S1192,800,800,CRITICAL,Define a constant instead of duplicating this literal " Stored: " 4 times.,CODE_SMELL
java:S1192,762,762,CRITICAL,Define a constant instead of duplicating this literal "Error while collecting network stats from router: " 4 times.,CODE_SMELL
java:S1192,1302,1302,CRITICAL,Define a constant instead of duplicating this literal " for router recreation " 3 times.,CODE_SMELL
java:S1192,1626,1626,CRITICAL,Define a constant instead of duplicating this literal "Unable to update health checks data to router " 3 times.,CODE_SMELL
java:S1192,1677,1677,CRITICAL,Define a constant instead of duplicating this literal ",destPortEnd=" 3 times.,CODE_SMELL
java:S1192,762,762,CRITICAL,Define a constant instead of duplicating this literal " from host: " 4 times.,CODE_SMELL
java:S1192,2754,2754,CRITICAL,Define a constant instead of duplicating this literal "Unable to start vpn in zone " 3 times.,CODE_SMELL
java:S1192,2752,2752,CRITICAL,Define a constant instead of duplicating this literal " on domR: " 6 times.,CODE_SMELL
java:S1192,2974,2974,CRITICAL,Define a constant instead of duplicating this literal "Fail to stop router " 4 times.,CODE_SMELL
java:S1192,2752,2752,CRITICAL,Define a constant instead of duplicating this literal " for account " 6 times.,CODE_SMELL
java:S1192,1843,1843,CRITICAL,Define a constant instead of duplicating this literal "Unable to get alerts from router " 3 times.,CODE_SMELL
java:S1192,1665,1665,CRITICAL,Define a constant instead of duplicating this literal "networkId" 8 times.,CODE_SMELL
java:S1192,734,734,CRITICAL,Define a constant instead of duplicating this literal "Found " 15 times.,CODE_SMELL
java:S1192,421,421,CRITICAL,Define a constant instead of duplicating this literal "Unable to upgrade router " 3 times.,CODE_SMELL
java:S1192,2534,2534,CRITICAL,Define a constant instead of duplicating this literal "Found" 4 times.,CODE_SMELL
java:S1192,1381,1381,CRITICAL,Define a constant instead of duplicating this literal "connectivity.test" 3 times.,CODE_SMELL
java:S1192,1049,1049,CRITICAL,Define a constant instead of duplicating this literal "Fail to reboot " 3 times.,CODE_SMELL
java:S1192,421,421,CRITICAL,Define a constant instead of duplicating this literal " in state " 3 times.,CODE_SMELL
java:S1192,1504,1504,CRITICAL,Define a constant instead of duplicating this literal "0.0.0.0" 3 times.,CODE_SMELL
java:S1192,2027,2027,CRITICAL,Define a constant instead of duplicating this literal " disable_rp_filter=true" 3 times.,CODE_SMELL
java:S1192,799,799,CRITICAL,Define a constant instead of duplicating this literal "Assuming something went wrong and persisting it. Router: " 4 times.,CODE_SMELL
java:S1192,934,934,CRITICAL,Define a constant instead of duplicating this literal "Unable to update router " 3 times.,CODE_SMELL
java:S1192,2422,2422,CRITICAL,Define a constant instead of duplicating this literal " start." 8 times.,CODE_SMELL
java:S1192,1381,1381,CRITICAL,Define a constant instead of duplicating this literal "basic" 3 times.,CODE_SMELL
