rule key,start line,end line,severity,message,type
java:S3740,53,53,MAJOR,Provide the parametrized type for this generic.,CODE_SMELL
java:S1192,70,70,CRITICAL,Define a constant instead of duplicating this literal "<?xml version=\"1.0\" encoding=\"UTF-8\"?>" 3 times.,CODE_SMELL
java:S1192,155,155,CRITICAL,Define a constant instead of duplicating this literal "</md:ContactPerson>" 4 times.,CODE_SMELL
java:S1192,76,76,CRITICAL,Define a constant instead of duplicating this literal "</md:SPSSODescriptor>" 3 times.,CODE_SMELL
java:S1192,83,83,CRITICAL,Define a constant instead of duplicating this literal "https://kibana.apps.hydra/" 3 times.,CODE_SMELL
java:S1192,125,125,CRITICAL,Define a constant instead of duplicating this literal "</ds:X509Certificate></ds:X509Data></ds:KeyInfo>" 4 times.,CODE_SMELL
java:S1192,73,73,CRITICAL,Define a constant instead of duplicating this literal " protocolSupportEnumeration=\"urn:oasis:names:tc:SAML:2.0:protocol\">" 3 times.,CODE_SMELL
java:S1192,108,108,CRITICAL,Define a constant instead of duplicating this literal "<ds:KeyInfo xmlns:ds=\"http://www.w3.org/2000/09/xmldsig#\"><ds:X509Data><ds:X509Certificate>" 4 times.,CODE_SMELL
java:S1192,74,74,CRITICAL,Define a constant instead of duplicating this literal "<md:AssertionConsumerService Binding=\"urn:oasis:names:tc:SAML:2.0:bindings:HTTP-POST\"" 3 times.,CODE_SMELL
java:S1192,77,77,CRITICAL,Define a constant instead of duplicating this literal "</md:EntityDescriptor>" 3 times.,CODE_SMELL
java:S1192,135,135,CRITICAL,Define a constant instead of duplicating this literal " NameFormat=\"urn:oasis:names:tc:SAML:2.0:attrname-format:uri\"/>" 10 times.,CODE_SMELL
java:S1192,126,126,CRITICAL,Define a constant instead of duplicating this literal "</md:KeyDescriptor>" 4 times.,CODE_SMELL
java:S1192,96,96,CRITICAL,Define a constant instead of duplicating this literal "Hydra" 4 times.,CODE_SMELL
java:S1611,53,53,MINOR,Remove the parentheses around the "cert" parameter (sonar.java.source not set. Assuming 8 or greater.),CODE_SMELL
java:S1602,53,53,MINOR,Remove useless curly braces around statement and then remove useless return keyword (sonar.java.source not set. Assuming 8 or greater.),CODE_SMELL
java:S1612,55,55,MINOR,Replace this lambda with method reference 'Object::getClass'. (sonar.java.source not set. Assuming 8 or greater.),CODE_SMELL
java:S1125,56,56,MINOR,Remove the unnecessary boolean literal.,CODE_SMELL
