rule key,start line,end line,severity,message,type
java:S112,605,605,MAJOR,Define and throw a dedicated exception instead of using a generic one.,CODE_SMELL
java:S1192,1108,1108,CRITICAL,Define a constant instead of duplicating this literal "required" 9 times.,CODE_SMELL
java:S1192,1099,1099,CRITICAL,Define a constant instead of duplicating this literal "group" 5 times.,CODE_SMELL
java:S1192,981,981,CRITICAL,Define a constant instead of duplicating this literal "field" 4 times.,CODE_SMELL
java:S1192,958,958,CRITICAL,Define a constant instead of duplicating this literal "component" 4 times.,CODE_SMELL
java:S1066,846,846,MAJOR,Merge this if statement with the enclosing one.,CODE_SMELL
java:S117,1293,1293,MINOR,Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.,CODE_SMELL
java:S117,1324,1324,MINOR,Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.,CODE_SMELL
java:S1163,918,918,CRITICAL,Refactor this code to not throw exceptions in finally blocks.,CODE_SMELL
java:S1143,918,918,CRITICAL,Remove this throw statement from this finally block.,BUG
java:S2259,1215,1215,MAJOR,A "NullPointerException" could be thrown; "required" is nullable here.,BUG
java:S2259,1200,1200,MAJOR,A "NullPointerException" could be thrown; "required" is nullable here.,BUG
java:S2259,692,692,MAJOR,A "NullPointerException" could be thrown; "applicationDataDictionary" is nullable here.,BUG
java:S2259,1209,1209,MAJOR,A "NullPointerException" could be thrown; "required" is nullable here.,BUG
java:S1117,313,313,MAJOR,Rename "fields" which hides the field declared at line 103.,CODE_SMELL
java:S1117,364,364,MAJOR,Rename "fields" which hides the field declared at line 103.,CODE_SMELL
java:S1874,601,601,MINOR,Remove this use of "newInstance"; it is deprecated.,CODE_SMELL
java:S1117,718,718,MAJOR,Rename "groups" which hides the field declared at line 109.,CODE_SMELL
java:S1117,877,877,MAJOR,Rename "groups" which hides the field declared at line 109.,CODE_SMELL
java:S3776,923,923,CRITICAL,Refactor this method to reduce its Cognitive Complexity from 73 to the 15 allowed.,CODE_SMELL
java:S3776,1089,1089,CRITICAL,Refactor this method to reduce its Cognitive Complexity from 23 to the 15 allowed.,CODE_SMELL
java:S1172,1161,1161,MAJOR,Remove this unused method parameter "document".,CODE_SMELL
java:S3776,1169,1169,CRITICAL,Refactor this method to reduce its Cognitive Complexity from 20 to the 15 allowed.,CODE_SMELL
java:S3776,1222,1222,CRITICAL,Refactor this method to reduce its Cognitive Complexity from 19 to the 15 allowed.,CODE_SMELL
