rule key,start line,end line,severity,message,type
java:S112,234,234,MAJOR,Define and throw a dedicated exception instead of using a generic one.,CODE_SMELL
java:S112,251,251,MAJOR,Define and throw a dedicated exception instead of using a generic one.,CODE_SMELL
java:S112,260,260,MAJOR,Define and throw a dedicated exception instead of using a generic one.,CODE_SMELL
java:S112,342,342,MAJOR,Define and throw a dedicated exception instead of using a generic one.,CODE_SMELL
java:S112,407,407,MAJOR,Define and throw a dedicated exception instead of using a generic one.,CODE_SMELL
java:S1141,324,324,MAJOR,Extract this nested try block into a separate method.,CODE_SMELL
java:S1604,269,269,MAJOR,Make this anonymous inner class a lambda (sonar.java.source not set. Assuming 8 or greater.),CODE_SMELL
java:S2184,432,432,MINOR,Cast one of the operands of this multiplication operation to a "long".,BUG
java:S1610,104,104,MINOR,Convert the abstract class "TestCallWithWriteLock" into an interface. (sonar.java.source not set. Assuming 8 or greater.),CODE_SMELL
java:S3776,206,206,CRITICAL,Refactor this method to reduce its Cognitive Complexity from 16 to the 15 allowed.,CODE_SMELL
java:S3626,232,232,MINOR,Remove this redundant jump.,CODE_SMELL
java:S3776,264,264,CRITICAL,Refactor this method to reduce its Cognitive Complexity from 32 to the 15 allowed.,CODE_SMELL
java:S2142,286,286,MAJOR,Either re-interrupt this method or rethrow the "InterruptedException" that can be caught here.,BUG
java:S2142,309,309,MAJOR,Either re-interrupt this method or rethrow the "InterruptedException" that can be caught here.,BUG
java:S899,308,308,MINOR,Do something with the "boolean" value returned by "offer".,BUG
java:S3776,345,345,CRITICAL,Refactor this method to reduce its Cognitive Complexity from 27 to the 15 allowed.,CODE_SMELL
