rule key,start line,end line,severity,message,type
java:S112,506,506,MAJOR,Define and throw a dedicated exception instead of using a generic one.,CODE_SMELL
java:S1192,197,197,CRITICAL,Define a constant instead of duplicating this literal "peer-recovery" 5 times.,CODE_SMELL
java:S135,778,778,MINOR,Reduce the total number of break and continue statements in this loop to use at most one.,CODE_SMELL
java:S1141,228,228,MAJOR,Extract this nested try block into a separate method.,CODE_SMELL
java:S1141,250,250,MAJOR,Extract this nested try block into a separate method.,CODE_SMELL
java:S1141,527,527,MAJOR,Extract this nested try block into a separate method.,CODE_SMELL
java:S1186,506,506,CRITICAL,Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.,CODE_SMELL
java:S107,753,753,MAJOR,Method has 8 parameters, which is greater than 7 authorized.,CODE_SMELL
java:S107,828,828,MAJOR,Method has 9 parameters, which is greater than 7 authorized.,CODE_SMELL
java:S3776,143,143,CRITICAL,Refactor this method to reduce its Cognitive Complexity from 45 to the 15 allowed.,CODE_SMELL
java:S1125,198,198,MINOR,Remove the unnecessary boolean literal.,CODE_SMELL
java:S1125,355,355,MINOR,Remove the unnecessary boolean literal.,CODE_SMELL
java:S1125,355,355,MINOR,Remove the unnecessary boolean literal.,CODE_SMELL
java:S1135,390,390,INFO,Complete the task associated to this TODO comment.,CODE_SMELL
java:S1125,429,429,MINOR,Remove the unnecessary boolean literal.,CODE_SMELL
java:S1125,469,469,MINOR,Remove the unnecessary boolean literal.,CODE_SMELL
java:S1135,470,470,INFO,Complete the task associated to this TODO comment.,CODE_SMELL
java:S3776,518,518,CRITICAL,Refactor this method to reduce its Cognitive Complexity from 19 to the 15 allowed.,CODE_SMELL
java:S1125,541,541,MINOR,Remove the unnecessary boolean literal.,CODE_SMELL
java:S3346,611,611,MAJOR,Move this "assert" side effect to another statement.,BUG
java:S1125,699,699,MINOR,Remove the unnecessary boolean literal.,CODE_SMELL
java:S3776,753,753,CRITICAL,Refactor this method to reduce its Cognitive Complexity from 16 to the 15 allowed.,CODE_SMELL
java:S1125,842,842,MINOR,Remove the unnecessary boolean literal.,CODE_SMELL
java:S1135,899,899,INFO,Complete the task associated to this TODO comment.,CODE_SMELL
java:S1854,973,973,MAJOR,Remove this useless assignment to local variable "!unknown!".,CODE_SMELL
java:S1854,986,986,MAJOR,Remove this useless assignment to local variable "!unknown!".,CODE_SMELL
java:S1854,990,990,MAJOR,Remove this useless assignment to local variable "!unknown!".,CODE_SMELL
java:S1125,1058,1058,MINOR,Remove the unnecessary boolean literal.,CODE_SMELL
