rule key,start line,end line,severity,message,type
java:S135,131,131,MINOR,Reduce the total number of break and continue statements in this loop to use at most one.,CODE_SMELL
java:S117,94,94,MINOR,Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.,CODE_SMELL
java:S117,108,108,MINOR,Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.,CODE_SMELL
java:S1181,100,100,MAJOR,Catch Exception instead of Throwable.,CODE_SMELL
java:S106,98,98,MAJOR,Replace this use of System.out or System.err by a logger.,CODE_SMELL
java:S100,108,108,MINOR,Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.,CODE_SMELL
java:S3776,108,108,CRITICAL,Refactor this method to reduce its Cognitive Complexity from 87 to the 15 allowed.,CODE_SMELL
java:S1135,119,119,INFO,Complete the task associated to this TODO comment.,CODE_SMELL
java:S106,134,134,MAJOR,Replace this use of System.out or System.err by a logger.,CODE_SMELL
java:S5527,182,182,CRITICAL,Enable server hostname verification on this SSL/TLS connection.,VULNERABILITY
java:S1135,278,278,INFO,Complete the task associated to this TODO comment.,CODE_SMELL
java:S1186,336,336,CRITICAL,Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.,CODE_SMELL
java:S2142,392,392,MAJOR,Either re-interrupt this method or rethrow the "InterruptedException" that can be caught here.,BUG
java:S1135,424,424,INFO,Complete the task associated to this TODO comment.,CODE_SMELL
java:S106,444,444,MAJOR,Replace this use of System.out or System.err by a logger.,CODE_SMELL
java:S106,449,449,MAJOR,Replace this use of System.out or System.err by a logger.,CODE_SMELL
java:S106,516,516,MAJOR,Replace this use of System.out or System.err by a logger.,CODE_SMELL
java:S106,517,517,MAJOR,Replace this use of System.out or System.err by a logger.,CODE_SMELL
