rule key,start line,end line,severity,message,type
java:S112,321,321,MAJOR,Define and throw a dedicated exception instead of using a generic one.,CODE_SMELL
java:S1066,141,141,MAJOR,Merge this if statement with the enclosing one.,CODE_SMELL
java:S1066,689,689,MAJOR,Merge this if statement with the enclosing one.,CODE_SMELL
java:S1118,65,65,MAJOR,Add a private constructor to hide the implicit public one.,CODE_SMELL
java:S3776,148,148,CRITICAL,Refactor this method to reduce its Cognitive Complexity from 22 to the 15 allowed.,CODE_SMELL
java:S108,191,191,MAJOR,Either remove or fill this block of code.,CODE_SMELL
java:S3626,219,219,MINOR,Remove this redundant jump.,CODE_SMELL
java:S3776,260,260,CRITICAL,Refactor this method to reduce its Cognitive Complexity from 27 to the 15 allowed.,CODE_SMELL
java:S128,274,274,BLOCKER,End this switch case with an unconditional break, return or throw statement.,CODE_SMELL
java:S1135,305,305,INFO,Complete the task associated to this TODO comment.,CODE_SMELL
java:S1135,329,329,INFO,Complete the task associated to this TODO comment.,CODE_SMELL
java:S3776,369,369,CRITICAL,Refactor this method to reduce its Cognitive Complexity from 22 to the 15 allowed.,CODE_SMELL
java:S1126,407,407,MINOR,Replace this if-then-else statement by a single return statement.,CODE_SMELL
java:S3776,658,658,CRITICAL,Refactor this method to reduce its Cognitive Complexity from 28 to the 15 allowed.,CODE_SMELL
java:S128,731,731,BLOCKER,End this switch case with an unconditional break, return or throw statement.,CODE_SMELL
java:S125,700,700,MAJOR,This block of commented-out lines of code should be removed.,CODE_SMELL
